,file,4Cihan,2Asli,3Cihan,1Asli,5Ozan,fullAgree,fullAgree_score,majority_score
979,56_mel2_per112859.wav,1.0,2.0,1.0,3.0,3.0,False,,
984,56_mel2_per147959.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
988,55_mel1_per148759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
992,52_mel2_per125985.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
994,57_mel1_per136359.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
995,65_mel1_per1922752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
997,64_mel2_per1790752.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
999,52_mel2_per132685.wav,2.0,3.0,2.0,2.0,3.0,False,,2.0
1010,68_mel1_per1009742.wav,1.0,3.0,1.0,2.0,2.0,False,,
1011,57_mel2_per189959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1023,69_mel2_per1620762.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1027,66_mel1_per1892752.wav,1.0,1.0,4.0,2.0,1.0,False,,1.0
1031,59_mel1_per124559.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1043,57_mel1_per177658.wav,3.0,4.0,3.0,2.0,3.0,False,,3.0
1046,52_mel2_per121160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1050,510_mel1_per196795.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
1051,510_mel1_per112658.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1055,63_mel1_per1288732.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
1056,59_mel1_per120160.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1060,56_mel1_per196559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1061,53_mel1_per115558.wav,2.0,,2.0,2.0,2.0,True,2.0,2.0
1064,58_mel1_per193959.wav,2.0,1.0,2.0,1.0,2.0,False,,2.0
1066,53_mel1_per183659.wav,1.0,,2.0,1.0,1.0,False,,1.0
1068,56_mel2_per102758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1071,59_mel1_per126658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1075,56_mel2_per173060.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1080,58_mel1_per178060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1081,67_mel2_per1838732.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1083,67_mel1_per1939742.wav,1.0,3.0,2.0,4.0,3.0,False,,
1085,53_mel1_per168259.wav,2.0,,3.0,4.0,3.0,False,,
1090,510_mel2_per182959.wav,2.0,3.0,3.0,3.0,3.0,False,,3.0
1091,54_mel2_per153759.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1093,55_mel1_per165006.wav,2.0,1.0,2.0,2.0,2.0,False,,2.0
1095,67_mel2_per1952752.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1096,66_mel1_per1213742.wav,1.0,3.0,3.0,2.0,3.0,False,,3.0
1102,56_mel1_per173060.wav,4.0,1.0,1.0,2.0,1.0,False,,1.0
1119,66_mel2_per1325752.wav,4.0,4.0,4.0,4.0,2.0,False,,4.0
1120,53_mel2_per134758.wav,1.0,2.0,2.0,3.0,1.0,False,,
1121,69_mel2_per1135742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1122,61_mel1_per1342752.wav,2.0,3.0,2.0,3.0,2.0,False,,2.0
1124,53_mel2_per108658.wav,2.0,3.0,3.0,4.0,3.0,False,,3.0
1125,510_mel1_per162160.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1130,61_mel1_per1593742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1132,53_mel1_per147558.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
1134,52_mel1_per160959.wav,2.0,3.0,2.0,3.0,1.0,False,,
1141,65_mel2_per1863742.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1144,51_mel1_per190959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1151,54_mel2_per113160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1154,57_mel2_per109659.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
1155,53_mel1_per156759.wav,3.0,,4.0,4.0,3.0,False,,
1156,54_mel2_per191658.wav,2.0,2.0,1.0,2.0,1.0,False,,2.0
1158,58_mel2_per143758.wav,1.0,2.0,2.0,2.0,3.0,False,,2.0
1166,52_mel2_per146759.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1170,62_mel1_per1849752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1171,58_mel2_per155259.wav,2.0,4.0,2.0,2.0,2.0,False,,2.0
1172,66_mel1_per1735742.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1177,52_mel1_per146759.wav,2.0,3.0,3.0,3.0,2.0,False,,3.0
1178,51_mel2_per145095.wav,1.0,2.0,1.0,1.0,1.0,False,,1.0
1183,58_mel1_per155259.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1185,610_mel1_per1816742.wav,1.0,2.0,2.0,2.0,3.0,False,,2.0
1187,56_mel2_per144060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1189,51_mel2_per109959.wav,1.0,3.0,1.0,1.0,1.0,False,,1.0
1190,54_mel2_per133959.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1192,54_mel1_per161858.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1196,65_mel2_per1855742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1201,65_mel2_per1307742.wav,4.0,4.0,3.0,4.0,4.0,False,,4.0
1208,56_mel2_per124859.wav,2.0,2.0,3.0,3.0,2.0,False,,2.0
1212,67_mel1_per1393742.wav,1.0,2.0,1.0,2.0,2.0,False,,2.0
1218,510_mel1_per129859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1221,61_mel1_per1512752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1224,63_mel2_per1908742.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
1234,61_mel2_per1878742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1236,510_mel2_per160695.wav,1.0,3.0,1.0,2.0,1.0,False,,1.0
1241,69_mel2_per1755742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1243,67_mel2_per1198742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1248,53_mel2_per168259.wav,1.0,1.0,2.0,1.0,2.0,False,,1.0
1255,510_mel1_per151759.wav,,3.0,2.0,3.0,2.0,False,,
1259,55_mel2_per121260.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1274,57_mel2_per105558.wav,1.0,3.0,2.0,3.0,2.0,False,,
1276,65_mel2_per1065742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1278,51_mel1_per154795.wav,4.0,4.0,3.0,4.0,4.0,False,,4.0
1282,68_mel1_per1643742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1289,64_mel1_per1978742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1296,63_mel1_per1379742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1302,65_mel1_per1310742.wav,1.0,3.0,3.0,3.0,3.0,False,,3.0
1305,56_mel2_per196959.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
1312,510_mel2_per119060.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1318,63_mel1_per1851742.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
1332,51_mel1_per158059.wav,3.0,4.0,3.0,4.0,4.0,False,,4.0
1342,58_mel2_per140260.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1343,66_mel1_per1566742.wav,1.0,1.0,1.0,2.0,2.0,False,,1.0
1346,69_mel1_per1658742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1353,58_mel1_per143758.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1354,55_mel2_per131759.wav,2.0,3.0,3.0,3.0,2.0,False,,3.0
1358,62_mel1_per1838752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1361,51_mel1_per154585.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1362,56_mel1_per193895.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1364,67_mel2_per1562742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1365,63_mel1_per1349742.wav,1.0,3.0,2.0,3.0,2.0,False,,
1367,62_mel2_per1763742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1368,55_mel1_per142759.wav,2.0,2.0,2.0,3.0,1.0,False,,2.0
1369,52_mel1_per141958.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1371,58_mel2_per193659.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1376,63_mel2_per1918752.wav,1.0,3.0,1.0,2.0,2.0,False,,
1378,69_mel2_per1473742.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1379,57_mel1_per132695.wav,2.0,2.0,2.0,2.0,2.0,True,2.0,2.0
1381,57_mel1_per104259.wav,4.0,3.0,4.0,4.0,3.0,False,,4.0
1385,610_mel2_per1229742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1386,67_mel1_per1597742.wav,1.0,1.0,1.0,2.0,2.0,False,,1.0
1388,55_mel2_per147758.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1389,61_mel1_per1457742.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
1392,63_mel2_per1924742.wav,3.0,3.0,3.0,4.0,3.0,False,,3.0
1395,53_mel2_per165759.wav,1.0,3.0,3.0,2.0,2.0,False,,
1399,67_mel2_per1374742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1401,62_mel1_per1260752.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1404,66_mel2_per1892752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1407,57_mel2_per138559.wav,4.0,4.0,3.0,4.0,3.0,False,,4.0
1410,68_mel2_per1637742.wav,1.0,2.0,2.0,2.0,1.0,False,,2.0
1420,63_mel2_per1158742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1421,54_mel2_per128758.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1426,56_mel2_per123658.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1427,51_mel1_per126659.wav,3.0,4.0,4.0,4.0,3.0,False,,4.0
1431,54_mel1_per116759.wav,2.0,4.0,3.0,4.0,3.0,False,,
1444,66_mel2_per1397752.wav,2.0,1.0,3.0,2.0,2.0,False,,2.0
1446,67_mel1_per1590752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1453,65_mel2_per1922752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1454,61_mel1_per1616742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1455,56_mel2_per115858.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1460,67_mel2_per1019732.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1461,52_mel1_per141859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1466,66_mel1_per1338752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1471,55_mel2_per132060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1480,62_mel2_per1260752.wav,2.0,4.0,2.0,4.0,3.0,False,,
1483,53_mel1_per172160.wav,4.0,,4.0,4.0,4.0,True,4.0,4.0
1489,56_mel2_per162959.wav,1.0,3.0,2.0,2.0,2.0,False,,2.0
1490,65_mel2_per1310742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1491,63_mel2_per1946742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1495,67_mel2_per1597742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1497,69_mel2_per1648742.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1498,56_mel1_per178959.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1501,510_mel1_per141759.wav,1.0,1.0,2.0,3.0,2.0,False,,
1503,51_mel1_per101559.wav,1.0,2.0,1.0,1.0,1.0,False,,1.0
1505,53_mel2_per154895.wav,1.0,2.0,1.0,1.0,1.0,False,,1.0
1511,69_mel2_per1773742.wav,3.0,4.0,2.0,3.0,3.0,False,,3.0
1515,55_mel2_per171959.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1516,69_mel1_per1360752.wav,4.0,3.0,2.0,4.0,3.0,False,,
1518,51_mel1_per198859.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1521,69_mel2_per1126742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1523,610_mel1_per1403742.wav,2.0,1.0,3.0,3.0,2.0,False,,
1526,58_mel1_per140260.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1529,56_mel2_per167758.wav,1.0,3.0,3.0,2.0,2.0,False,,
1530,56_mel2_per122759.wav,2.0,2.0,2.0,3.0,2.0,False,,2.0
1532,56_mel1_per147959.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1537,53_mel1_per116558.wav,2.0,,3.0,4.0,3.0,False,,
1543,66_mel2_per1823742.wav,3.0,3.0,4.0,4.0,2.0,False,,
1546,510_mel2_per155758.wav,1.0,2.0,2.0,1.0,1.0,False,,1.0
1547,63_mel2_per1634742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1549,58_mel1_per104359.wav,4.0,3.0,3.0,3.0,3.0,False,,3.0
1550,66_mel1_per1038732.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1552,52_mel1_per157160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1553,69_mel2_per1646742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1561,63_mel2_per1137742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1562,51_mel1_per113495.wav,4.0,4.0,3.0,4.0,4.0,False,,4.0
1564,61_mel2_per1903742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1566,510_mel2_per110758.wav,2.0,1.0,2.0,2.0,1.0,False,,2.0
1567,64_mel1_per1990752.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1573,51_mel1_per138160.wav,1.0,2.0,1.0,1.0,1.0,False,,1.0
1574,51_mel1_per114859.wav,2.0,3.0,2.0,2.0,2.0,False,,2.0
1580,58_mel1_per149659.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1581,510_mel2_per154659.wav,2.0,3.0,3.0,3.0,3.0,False,,3.0
1589,66_mel2_per1679742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1590,68_mel1_per1435742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1604,58_mel2_per149659.wav,1.0,1.0,1.0,1.0,2.0,False,,1.0
1605,64_mel1_per1790752.wav,1.0,1.0,3.0,2.0,2.0,False,,
1606,58_mel2_per178060.wav,1.0,3.0,3.0,3.0,1.0,False,,3.0
1607,55_mel2_per161659.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1610,69_mel1_per1620752.wav,4.0,4.0,4.0,3.0,3.0,False,,4.0
1619,63_mel2_per1628742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1620,55_mel2_per104060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1629,66_mel1_per1702742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1635,62_mel2_per1270752.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1639,63_mel1_per1538742.wav,2.0,3.0,1.0,3.0,3.0,False,,3.0
1640,55_mel2_per155558.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1643,69_mel2_per1579752.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1644,69_mel1_per1579752.wav,1.0,2.0,2.0,3.0,3.0,False,,
1647,57_mel2_per139559.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1651,65_mel2_per1328742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1654,510_mel1_per126559.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1658,56_mel1_per158160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1659,510_mel1_per148959.wav,,1.0,1.0,2.0,1.0,False,,1.0
1660,66_mel2_per1375742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1663,52_mel2_per142159.wav,1.0,1.0,1.0,3.0,1.0,False,,1.0
1664,69_mel1_per1207742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
1666,610_mel1_per1699742.wav,3.0,4.0,4.0,4.0,4.0,False,,4.0
1667,610_mel1_per1808752.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1668,67_mel1_per1964742.wav,4.0,1.0,1.0,2.0,1.0,False,,1.0
1670,64_mel1_per1664742.wav,1.0,2.0,2.0,2.0,2.0,False,,2.0
1671,66_mel2_per1566742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1675,52_mel1_per142159.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1676,62_mel1_per1766742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
1683,63_mel2_per1176742.wav,2.0,4.0,1.0,3.0,3.0,False,,
1688,58_mel1_per177060.wav,1.0,1.0,1.0,2.0,2.0,False,,1.0
1689,55_mel2_per152160.wav,4.0,4.0,3.0,4.0,4.0,False,,4.0
1690,54_mel2_per137160.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1691,51_mel1_per109959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1695,510_mel2_per151658.wav,1.0,1.0,3.0,2.0,1.0,False,,1.0
1696,55_mel2_per110958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1698,61_mel2_per1593742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1699,68_mel2_per1795742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1703,51_mel2_per163559.wav,1.0,3.0,1.0,3.0,1.0,False,,1.0
1707,51_mel1_per166060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1713,69_mel1_per1773742.wav,3.0,4.0,3.0,4.0,3.0,False,,3.0
1715,62_mel1_per1218752.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1722,64_mel2_per1724742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1731,55_mel1_per103959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1736,56_mel1_per132759.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1737,55_mel1_per166758.wav,3.0,4.0,4.0,4.0,4.0,False,,4.0
1740,55_mel2_per156595.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1741,57_mel2_per132695.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1744,56_mel2_per158160.wav,2.0,3.0,2.0,3.0,2.0,False,,2.0
1746,66_mel2_per1128742.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
1750,67_mel2_per1134742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1753,55_mel2_per142759.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1754,65_mel1_per1074742.wav,1.0,3.0,2.0,3.0,3.0,False,,3.0
1755,610_mel1_per1762742.wav,4.0,4.0,4.0,4.0,2.0,False,,4.0
1757,58_mel1_per190758.wav,1.0,4.0,2.0,2.0,3.0,False,,
1762,55_mel1_per119658.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1769,58_mel1_per132559.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1784,63_mel2_per1481742.wav,4.0,4.0,4.0,4.0,3.0,False,,4.0
1787,54_mel1_per114060.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1793,510_mel1_per112958.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1796,65_mel2_per1928732.wav,1.0,3.0,1.0,3.0,1.0,False,,1.0
1797,58_mel2_per193959.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1798,65_mel2_per1725742.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1800,54_mel1_per191658.wav,1.0,3.0,3.0,2.0,1.0,False,,
1806,54_mel1_per182060.wav,1.0,1.0,2.0,3.0,2.0,False,,
1815,51_mel2_per172695.wav,2.0,3.0,1.0,2.0,2.0,False,,2.0
1823,63_mel1_per1304742.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1828,59_mel1_per134959.wav,1.0,1.0,2.0,2.0,2.0,False,,2.0
1829,510_mel1_per124160.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1832,510_mel2_per172060.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1833,63_mel1_per1158742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1836,64_mel1_per1548732.wav,4.0,4.0,4.0,4.0,4.0,True,4.0,4.0
1843,510_mel2_per119559.wav,1.0,1.0,2.0,1.0,1.0,False,,1.0
1846,52_mel2_per157160.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1848,66_mel2_per1873742.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1865,54_mel2_per173160.wav,2.0,3.0,2.0,2.0,2.0,False,,2.0
1870,510_mel1_per139959.wav,1.0,4.0,2.0,3.0,2.0,False,,
1879,67_mel1_per1846742.wav,2.0,1.0,2.0,3.0,2.0,False,,2.0
1887,65_mel2_per1856742.wav,1.0,2.0,3.0,2.0,2.0,False,,2.0
1888,62_mel2_per1591752.wav,2.0,1.0,2.0,2.0,2.0,False,,2.0
1895,52_mel2_per156859.wav,1.0,2.0,1.0,1.0,1.0,False,,1.0
1903,51_mel2_per133859.wav,2.0,3.0,2.0,3.0,1.0,False,,
1904,68_mel2_per1365742.wav,2.0,3.0,3.0,2.0,2.0,False,,2.0
1905,55_mel1_per115260.wav,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0
1911,65_mel2_per1392742.wav,1.0,1.0,2.0,2.0,1.0,False,,1.0
1912,63_mel1_per1908742.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
1920,53_mel1_per187859.wav,2.0,,3.0,2.0,2.0,False,,2.0
1921,58_mel2_per177060.wav,1.0,1.0,1.0,2.0,1.0,False,,1.0
1923,61_mel2_per1342752.wav,1.0,2.0,1.0,2.0,1.0,False,,1.0
